uwYear,gender,carType,carCat,job,age,nYears,carVal,cover,density,claimSizeMD
2009,Female,A,Large,Self-employed,45,8,9415,1,100,936
2009,Female,E,Medium,Housewife,45,3,8995,1,181,1429
2009,Male,A,Medium,Employed,24,1,23040,0,31,990
2009,Male,B,Medium,Unemployed,22,0,29465,1,140,508
2009,Male,E,Medium,Employed,33,6,8430,1,115,456
2009,Male,A,Medium,Self-employed,41,0,29780,1,273,32
2009,Male,C,Medium,Unemployed,43,13,3930,1,223,3230
2009,Male,B,Small,Self-employed,23,1,4015,0,111,571
2009,Female,E,Medium,Retired,53,2,2820,1,77,777
2009,Male,B,Medium,Housewife,31,4,27160,1,71,773
2009,Male,D,Large,Unemployed,20,1,33705,0,202,1712
2009,Male,A,Medium,Unemployed,34,4,43820,1,33,795
2009,Female,B,Medium,Retired,48,14,49990,0,67,635
2009,Male,E,Medium,Unemployed,32,0,19630,0,277,62
2009,Male,A,Small,Unemployed,40,1,15390,1,260,1552
2009,Male,A,Large,Employed,18,9,12265,0,250,366
2009,Female,A,Small,Self-employed,30,13,4650,1,31,13
2009,Male,E,Medium,Employed,36,2,24185,1,251,853
2009,Female,E,Large,Housewife,49,10,19925,0,64,117
2009,Male,D,Medium,Housewife,40,2,8565,1,201,530
2009,Female,D,Large,Unemployed,41,2,6705,0,178,3
2009,Male,E,Small,Self-employed,35,0,14245,1,32,528
2009,Female,D,Medium,Employed,39,6,11160,0,149,703
2009,Male,A,Large,Employed,34,12,20550,1,107,703
2009,Female,D,Large,Self-employed,41,0,9975,1,28,173
2009,Female,C,Medium,Employed,54,3,9690,0,30,188
2009,Female,A,Medium,Self-employed,24,2,2890,0,207,48
2009,Female,A,Small,Employed,20,9,11175,1,245,639
2009,Female,E,Large,Unemployed,24,8,21435,1,51,1132
2009,Male,D,Medium,Self-employed,47,1,12140,1,19,374
2009,Male,D,Large,Employed,40,6,22455,1,190,973
2009,Male,E,Small,Unemployed,20,6,19200,0,294,1917
2009,Male,D,Small,Self-employed,38,5,34540,1,59,94
2009,Female,D,Medium,Employed,35,4,9040,0,62,43
2009,Female,B,Large,Unemployed,29,7,12225,1,107,499
2009,Male,E,Medium,Housewife,39,4,23355,0,59,962
2009,Male,D,Small,Housewife,28,0,3475,0,213,720
2009,Female,C,Small,Self-employed,37,1,16595,1,99,80
2009,Male,A,Medium,Employed,59,1,7465,1,203,608
2009,Male,A,Medium,Employed,18,0,17585,0,133,224
2009,Male,C,Small,Employed,36,4,2990,0,170,778
2009,Male,E,Medium,Housewife,39,3,24805,1,271,2999
2009,Male,A,Small,Unemployed,40,15,29545,1,40,259
2009,Male,A,Small,Employed,23,8,26085,0,103,1441
2009,Female,B,Small,Unemployed,28,0,13845,0,170,104
2009,Male,B,Medium,Employed,45,5,12140,1,84,942
2009,Female,B,Large,Retired,70,3,1160,0,27,290
2009,Male,A,Medium,Employed,36,0,6240,0,45,1350
2009,Male,D,Large,Employed,58,4,5235,1,35,223
2009,Male,B,Large,Employed,42,0,25625,0,260,449
2009,Female,C,Medium,Housewife,37,3,28585,1,260,21
2009,Male,B,Large,Housewife,57,8,7430,1,222,1643
2009,Male,E,Medium,Housewife,22,8,39990,1,139,41
2009,Male,E,Small,Self-employed,25,5,11845,1,121,499
2009,Female,C,Medium,Self-employed,24,1,16910,0,216,112
2009,Female,C,Medium,Self-employed,35,3,7450,1,32,1055
2009,Male,E,Medium,Housewife,35,1,41990,1,213,953
2009,Female,E,Small,Housewife,52,1,38105,0,148,20
2009,Male,B,Large,Unemployed,52,0,11990,0,31,142
2009,Female,A,Large,Unemployed,23,0,31690,0,78,456
2009,Male,E,Small,Employed,46,0,42525,1,223,337
2009,Male,D,Small,Self-employed,28,1,8865,0,88,204
2009,Female,D,Medium,Unemployed,30,1,15090,1,251,491
2009,Male,E,Medium,Housewife,31,2,24390,0,271,1316
2009,Male,A,Large,Employed,49,5,27860,1,129,261
2009,Male,D,Large,Employed,31,3,13535,0,76,142
2009,Female,A,Medium,Self-employed,41,3,18415,0,121,1114
2009,Female,C,Small,Housewife,45,6,25100,0,84,307
2009,Female,A,Small,Employed,35,12,7490,0,30,1659
2009,Male,C,Small,Housewife,27,7,27905,0,113,99
2009,Male,C,Large,Housewife,32,11,48775,0,259,60
2009,Male,B,Small,Employed,18,1,28005,0,254,978
2009,Female,C,Large,Employed,18,0,28535,0,238,2219
2009,Female,D,Small,Unemployed,29,9,21025,0,275,80
2009,Female,C,Large,Employed,42,2,9050,1,149,371
2009,Male,E,Medium,Housewife,35,6,13815,0,180,300
2009,Male,A,Large,Employed,20,6,6955,0,31,204
2009,Male,C,Small,Employed,19,0,11440,1,236,200
2009,Female,B,Large,Unemployed,27,3,5390,0,206,684
2009,Female,D,Medium,Unemployed,22,11,2730,0,223,231
2009,Male,D,Small,Unemployed,20,0,27975,0,34,2779
2009,Male,A,Large,Employed,37,3,42135,0,291,147
2009,Male,A,Large,Employed,23,1,3095,0,26,760
2009,Male,C,Medium,Housewife,72,4,14210,0,148,74
2009,Male,A,Small,Employed,34,1,4350,0,25,1055
2009,Male,E,Large,Housewife,32,4,8430,0,249,573
2009,Male,E,Large,Unemployed,48,3,9580,1,29,514
2009,Male,C,Medium,Employed,21,6,11590,0,273,3034
2009,Male,A,Medium,Employed,20,11,8865,0,138,1138
2009,Female,A,Medium,Employed,24,0,7730,0,26,370
2009,Male,B,Medium,Unemployed,29,1,3925,1,48,1240
2009,Male,A,Medium,Unemployed,18,2,21325,0,212,4013
2009,Male,C,Small,Employed,31,5,9985,1,72,1130
2009,Female,C,Medium,Retired,46,3,20955,0,94,183
2009,Male,B,Medium,Retired,70,6,5465,1,271,662
2009,Male,D,Large,Employed,29,0,4265,0,22,451
2009,Female,D,Large,Employed,52,7,3395,0,25,881
2009,Male,C,Small,Employed,26,1,29675,0,190,825
2009,Female,B,Large,Unemployed,43,0,20585,1,91,875
2009,Female,E,Small,Housewife,18,7,26565,1,223,877
2009,Male,E,Small,Unemployed,22,0,13890,0,64,793
2009,Male,C,Small,Self-employed,29,7,40900,0,206,594
2009,Male,D,Medium,Unemployed,27,9,34440,0,222,1774
2009,Male,A,Medium,Unemployed,21,1,18175,0,205,731
2009,Male,D,Large,Self-employed,40,0,27300,1,64,24
2009,Male,E,Small,Housewife,27,1,7780,1,50,98
2009,Male,C,Large,Retired,58,0,9960,0,285,1620
2009,Female,C,Medium,Housewife,33,3,5410,1,78,1263
2009,Female,A,Medium,Employed,44,0,43320,1,271,774
2009,Male,C,Medium,Unemployed,60,5,7040,1,284,218
2009,Male,B,Small,Housewife,20,1,41765,1,93,1246
2009,Male,D,Small,Unemployed,25,10,7405,0,275,375
2009,Male,C,Large,Housewife,21,1,18400,0,167,411
2009,Female,A,Small,Housewife,23,3,9280,1,39,1316
2009,Male,B,Large,Employed,35,3,6620,0,68,847
2009,Female,E,Medium,Employed,19,1,3825,1,178,462
2009,Male,C,Small,Self-employed,27,11,49220,0,41,850
2009,Male,A,Large,Self-employed,18,3,24560,1,122,1369
2009,Female,A,Medium,Employed,28,2,11425,0,170,355
2009,Male,D,Medium,Unemployed,38,14,3835,1,111,379
2009,Male,B,Small,Housewife,33,7,30915,1,125,420
2009,Male,E,Small,Unemployed,25,1,20460,1,63,3630
2009,Male,D,Small,Unemployed,42,6,6870,1,212,323
2009,Female,B,Large,Retired,59,8,10875,0,64,500
2009,Male,B,Large,Unemployed,26,12,5415,1,126,781
2009,Male,C,Medium,Employed,33,14,23265,1,209,1002
2009,Male,B,Small,Self-employed,42,2,10280,1,71,167
2009,Male,A,Large,Employed,38,1,21525,1,257,214
2009,Female,E,Small,Employed,35,4,11040,0,290,1486
2009,Male,B,Small,Unemployed,42,2,23060,1,223,3386
2009,Male,A,Large,Housewife,27,2,22300,0,254,918
2009,Female,E,Small,Employed,25,9,20350,0,124,32
2009,Male,B,Medium,Unemployed,64,8,7640,1,206,886
2009,Male,E,Medium,Unemployed,23,1,1595,0,31,1243
2009,Male,C,Large,Self-employed,56,3,7130,0,108,1965
2009,Male,A,Medium,Unemployed,29,11,1340,0,35,108
2009,Female,A,Medium,Self-employed,54,5,6760,1,150,297
2009,Female,A,Small,Housewife,29,0,19735,0,58,1076
2009,Male,B,Small,Housewife,23,15,1005,0,184,364
2009,Male,B,Small,Unemployed,28,2,15565,0,32,962
2009,Male,D,Medium,Self-employed,39,6,4850,1,168,1360
2009,Male,D,Medium,Housewife,60,7,24630,0,187,379
2009,Female,B,Large,Employed,18,5,34990,0,163,238
2009,Female,E,Large,Housewife,31,3,8995,1,157,119
2009,Male,B,Large,Unemployed,40,15,6095,1,136,847
2009,Male,A,Medium,Employed,27,0,8845,1,38,3084
2009,Male,C,Large,Housewife,44,0,7485,0,37,652
2009,Male,B,Large,Employed,35,10,27520,0,222,1702
2009,Female,A,Large,Housewife,38,1,27345,1,206,894
2009,Male,D,Large,Housewife,21,0,15695,1,126,394
2009,Male,A,Medium,Employed,38,0,6935,0,294,928
2009,Male,B,Medium,Housewife,40,5,14550,1,32,12
2009,Male,A,Large,Housewife,33,12,14665,1,84,157
2009,Male,E,Medium,Unemployed,60,2,48610,0,103,1644
2009,Male,D,Small,Self-employed,53,0,31090,0,62,180
2009,Male,E,Medium,Employed,42,0,5840,1,38,87
2009,Female,B,Medium,Housewife,51,4,7485,1,96,368
2009,Male,E,Medium,Self-employed,35,11,2185,0,219,7
2009,Male,C,Medium,Unemployed,22,4,12030,0,51,1270
2009,Male,B,Small,Unemployed,23,0,9595,1,22,1057
2009,Male,D,Small,Housewife,21,0,47245,0,122,729
2009,Female,B,Small,Housewife,52,0,43555,1,20,92
2009,Male,E,Medium,Employed,19,0,4445,0,56,613
2009,Female,E,Small,Self-employed,35,6,8695,1,68,1235
2009,Female,B,Small,Housewife,26,7,17630,0,73,174
2009,Female,A,Medium,Employed,60,12,7995,0,290,27
2009,Female,D,Small,Unemployed,23,0,14940,0,160,804
2009,Male,A,Medium,Self-employed,32,11,7055,0,178,735
2009,Female,A,Medium,Employed,74,0,6555,1,202,1103
2009,Male,A,Large,Employed,51,2,19200,1,82,630
2009,Male,E,Large,Housewife,36,3,40730,0,57,60
2009,Male,A,Small,Self-employed,43,2,21730,0,223,31
2009,Male,D,Medium,Housewife,40,3,8600,1,216,650
2009,Male,B,Large,Employed,25,4,25025,0,122,2241
2009,Female,B,Small,Employed,32,10,8695,1,107,333
2009,Male,D,Medium,Employed,29,0,21065,0,126,2510
2009,Female,A,Small,Employed,40,15,8500,1,222,14
2009,Male,B,Small,Unemployed,27,6,8360,0,73,588
2009,Male,B,Small,Unemployed,21,11,1055,1,84,907
2009,Male,A,Large,Employed,44,0,8790,1,168,2509
2009,Male,A,Large,Employed,48,0,8320,0,90,407
2009,Female,B,Large,Retired,74,12,6410,1,205,1929
2009,Male,D,Small,Unemployed,23,1,12875,1,32,276
2009,Male,B,Small,Employed,25,1,21315,1,56,309
2009,Male,B,Small,Self-employed,36,11,42970,0,84,762
2009,Male,B,Small,Employed,18,3,11240,0,88,3659
2009,Male,E,Small,Employed,30,1,10945,0,58,1547
2009,Male,B,Medium,Housewife,36,10,8160,0,285,2428
2009,Female,B,Small,Unemployed,27,3,17145,0,140,905
2009,Male,D,Small,Employed,19,0,20970,0,184,1642
2009,Male,D,Small,Employed,44,0,13315,0,296,1062
2009,Male,A,Large,Self-employed,52,1,8010,0,77,131
2009,Female,B,Medium,Self-employed,66,4,21150,0,65,1216
2009,Female,D,Large,Self-employed,35,0,30795,1,156,331
2009,Female,A,Small,Unemployed,21,4,24465,0,184,382
2009,Male,B,Medium,Retired,73,1,14860,0,69,1254
2009,Male,B,Medium,Self-employed,28,4,13865,0,85,770
2009,Male,E,Small,Unemployed,26,6,18225,0,92,266
2009,Male,A,Small,Unemployed,39,3,4580,1,33,1152
2009,Female,D,Large,Self-employed,58,0,44990,0,64,475
2009,Female,E,Large,Employed,55,0,1820,0,50,6
2009,Female,A,Small,Housewife,23,12,4550,0,64,2387
2009,Male,E,Small,Self-employed,40,6,3415,0,84,66
2009,Male,C,Large,Housewife,43,12,21690,0,250,308
2009,Female,E,Medium,Employed,19,6,18985,0,140,3774
2009,Female,C,Medium,Self-employed,45,0,9865,1,168,550
2009,Male,B,Medium,Unemployed,24,5,31055,0,59,2145
2009,Male,A,Small,Employed,27,1,45830,1,203,747
2009,Female,A,Medium,Housewife,44,12,13260,1,110,2535
2009,Female,A,Large,Employed,48,6,19395,0,223,473
2009,Male,B,Small,Unemployed,20,4,22845,0,225,5961
2009,Male,D,Medium,Unemployed,22,2,18130,1,94,4009
2009,Male,E,Large,Employed,50,5,10340,1,126,558
2009,Female,D,Large,Housewife,41,1,15800,1,250,2
2009,Male,A,Small,Employed,19,10,2920,0,18,371
2009,Male,D,Medium,Employed,18,3,18990,0,225,809
2009,Male,A,Small,Housewife,20,10,22405,0,238,567
2009,Female,E,Small,Employed,23,12,20400,1,69,24
2009,Male,C,Medium,Self-employed,56,2,9675,1,148,591
2009,Female,A,Small,Self-employed,27,4,10350,1,27,2611
2009,Male,C,Small,Housewife,39,14,27445,0,32,1999
2009,Male,A,Medium,Employed,50,1,15230,0,59,3934
2009,Male,A,Small,Unemployed,22,9,21805,0,32,179
2009,Male,A,Large,Retired,67,2,28450,1,251,3003
2009,Male,B,Small,Housewife,45,12,29800,0,181,532
2009,Male,A,Small,Self-employed,22,3,14825,0,47,2340
2009,Male,A,Large,Employed,42,7,5080,1,167,2156
2009,Male,E,Large,Self-employed,47,0,17770,0,161,1121
2009,Female,C,Large,Housewife,56,4,11805,1,37,409
2009,Male,C,Large,Retired,74,2,27575,1,65,1125
2009,Female,E,Large,Housewife,51,13,24890,0,64,403
2009,Male,B,Large,Unemployed,42,1,22940,1,190,441
2009,Female,C,Medium,Employed,33,8,8195,1,190,326
2009,Female,A,Large,Housewife,22,6,8620,0,24,944
2009,Female,D,Small,Housewife,19,7,17325,0,59,111
2009,Male,C,Small,Unemployed,20,4,12850,0,284,1345
2009,Female,B,Small,Unemployed,29,9,3840,0,212,76
2009,Male,B,Small,Self-employed,31,8,49470,1,201,148
2009,Female,C,Small,Self-employed,38,0,33540,1,212,207
2009,Female,B,Small,Housewife,22,11,26795,1,187,339
2009,Male,E,Medium,Employed,23,0,1140,1,184,762
2009,Female,D,Medium,Employed,34,4,22465,1,94,660
2009,Male,C,Large,Unemployed,45,3,45285,0,163,363
2009,Male,C,Small,Employed,20,6,9040,0,34,238
2009,Female,D,Small,Self-employed,41,0,12875,0,180,337
2009,Male,E,Medium,Unemployed,26,1,6065,0,294,788
2009,Male,A,Small,Self-employed,49,1,17860,1,170,1348
2009,Male,C,Medium,Housewife,30,2,39710,1,284,345
2009,Male,A,Large,Employed,48,2,1585,1,212,141
2009,Male,B,Medium,Employed,52,10,10165,0,66,624
2009,Male,C,Medium,Self-employed,18,1,22365,0,86,202
2009,Male,A,Medium,Employed,21,0,19290,1,145,932
2009,Male,E,Large,Self-employed,43,3,3745,0,136,53
2009,Male,E,Large,Employed,48,3,17110,1,167,958
2009,Male,E,Small,Self-employed,20,4,19165,0,276,114
2009,Male,A,Small,Unemployed,27,0,28405,0,296,1372
2009,Female,A,Medium,Unemployed,41,15,11330,1,84,288
2009,Female,E,Medium,Housewife,49,0,20020,0,273,145
2009,Male,D,Medium,Employed,41,6,32060,0,201,472
2009,Female,A,Large,Self-employed,26,1,10850,0,216,905
2009,Male,C,Small,Employed,21,2,8390,0,130,855
2009,Male,E,Medium,Employed,44,9,5215,1,223,325
2009,Male,C,Large,Employed,23,1,9715,1,124,1204
2009,Female,B,Large,Employed,23,6,30175,1,41,1344
2009,Female,E,Large,Employed,21,5,27970,0,284,53
2009,Male,E,Large,Self-employed,50,10,24335,1,30,1451
2009,Male,B,Medium,Self-employed,44,10,24985,1,107,179
2009,Male,C,Medium,Housewife,73,12,2000,1,107,129
2009,Male,A,Small,Employed,30,13,18435,1,84,854
2009,Male,B,Small,Unemployed,24,7,8475,0,34,1657
2009,Male,A,Medium,Employed,20,3,26700,0,99,7
2009,Male,A,Small,Unemployed,32,13,37165,1,212,584
2009,Male,E,Medium,Unemployed,35,3,9595,0,38,254
2009,Male,E,Medium,Housewife,34,7,30655,0,92,1335
2009,Male,C,Small,Unemployed,36,3,20755,1,223,197
2009,Male,A,Medium,Retired,49,1,10040,0,238,377
2009,Male,B,Medium,Employed,32,3,39520,1,207,179
2009,Male,D,Large,Housewife,63,6,9920,0,23,141
2009,Female,C,Large,Employed,33,2,8320,1,149,796
2009,Female,C,Small,Housewife,35,11,5590,0,294,2457
2009,Male,C,Small,Housewife,26,2,28330,1,185,182
2009,Female,D,Medium,Employed,23,14,6425,1,110,32
2009,Male,B,Small,Housewife,21,2,9440,0,124,160
2009,Male,B,Large,Housewife,73,9,11000,1,184,165
2009,Female,E,Medium,Unemployed,33,5,8530,0,139,1494
2009,Male,D,Large,Self-employed,42,12,1610,0,19,931
2009,Male,E,Small,Self-employed,39,2,3020,0,67,147
2009,Male,D,Small,Employed,40,15,11155,0,36,1069
2009,Male,B,Large,Unemployed,59,0,16335,1,122,324
2009,Male,B,Small,Employed,21,1,12345,0,31,625
2009,Male,D,Small,Employed,38,4,45960,0,24,265
2009,Male,D,Small,Employed,36,0,23780,1,27,516
2009,Male,B,Large,Housewife,26,3,9475,0,74,505
2009,Male,A,Small,Housewife,41,6,12275,0,34,1834
2009,Male,A,Large,Retired,75,6,12955,1,141,1730
2009,Male,E,Large,Housewife,54,12,7200,1,140,288
2009,Male,C,Small,Housewife,49,3,6840,1,28,1444
2009,Female,D,Medium,Unemployed,40,1,11255,1,50,487
2009,Male,E,Small,Unemployed,24,15,27930,0,297,1499
2009,Male,D,Small,Unemployed,30,1,5855,0,83,428
2009,Female,A,Medium,Housewife,24,2,2930,0,31,258
2009,Male,E,Medium,Housewife,51,14,3185,1,277,1174
2009,Male,B,Large,Self-employed,29,7,16735,0,209,654
2009,Male,B,Large,Housewife,33,15,40145,0,153,262
2009,Male,A,Medium,Unemployed,30,4,18000,1,249,195
2009,Male,B,Large,Employed,35,6,26745,1,36,299
2009,Female,A,Medium,Unemployed,18,4,15455,0,24,24
2009,Female,C,Small,Housewife,54,2,25010,0,139,2197
2009,Male,B,Small,Housewife,31,3,15740,0,216,738
2009,Male,D,Medium,Housewife,45,3,10480,1,136,2457
2009,Male,C,Small,Self-employed,28,1,16735,1,182,199
2009,Male,C,Small,Employed,54,3,6230,1,107,955
2009,Male,D,Medium,Self-employed,36,7,38035,1,27,287
2009,Male,A,Small,Unemployed,20,14,18445,0,65,388
2009,Female,E,Large,Self-employed,34,2,19500,1,291,243
2009,Female,A,Medium,Employed,27,1,15815,1,184,898
2009,Male,B,Small,Housewife,49,13,8440,1,181,2418
2009,Male,B,Small,Employed,42,0,21710,1,237,669
2009,Male,E,Large,Self-employed,19,2,10110,1,38,2564
2009,Male,C,Small,Housewife,41,5,16700,1,148,479
2009,Male,C,Small,Employed,19,0,14285,0,123,762
2009,Male,E,Large,Employed,33,15,6455,0,49,17
2009,Male,C,Small,Self-employed,50,9,15555,1,38,1415
2009,Male,C,Medium,Housewife,27,1,16405,0,148,5
2009,Female,D,Large,Retired,46,12,22905,1,114,1451
2009,Male,D,Large,Employed,36,11,20895,1,115,357
2009,Male,D,Medium,Self-employed,29,1,9395,0,259,135
2009,Male,C,Medium,Employed,29,15,6420,0,40,1447
2009,Male,A,Large,Housewife,48,2,9965,1,107,265
2009,Female,C,Small,Employed,24,13,20235,0,28,1712
2009,Female,C,Medium,Employed,57,14,1010,0,59,116
2009,Male,B,Large,Housewife,48,4,2860,1,161,304
2009,Male,D,Medium,Employed,40,3,12675,1,223,250
2009,Female,B,Medium,Unemployed,45,4,5655,1,285,98
2009,Male,B,Medium,Self-employed,25,2,17000,1,294,823
2009,Male,C,Small,Unemployed,30,0,24460,0,184,239
2009,Female,E,Small,Unemployed,52,1,4845,0,277,948
2009,Male,A,Large,Unemployed,20,9,20835,0,23,2216
2009,Female,B,Medium,Employed,35,2,38725,1,180,867
2009,Female,E,Small,Self-employed,59,13,21895,0,223,1238
2009,Male,D,Medium,Employed,40,3,9300,1,138,979
2009,Female,B,Small,Housewife,21,11,38035,0,203,1744
2009,Male,A,Medium,Employed,22,7,15785,0,129,668
2009,Male,E,Large,Unemployed,42,0,28020,0,28,19
2009,Female,A,Medium,Employed,29,0,48515,1,121,480
2009,Male,D,Small,Housewife,24,10,14675,0,67,374
2009,Male,A,Medium,Housewife,40,13,7980,1,84,174
2009,Male,D,Large,Unemployed,29,0,6605,1,66,187
2009,Male,C,Medium,Employed,21,6,16480,0,271,119
2009,Male,A,Small,Self-employed,45,4,9065,1,71,861
2009,Female,A,Large,Employed,18,3,9425,0,145,277
2009,Male,A,Large,Housewife,43,0,9945,1,53,751
2009,Male,D,Small,Employed,43,2,12875,1,285,2029
2009,Male,C,Medium,Self-employed,36,8,16225,0,57,353
2009,Male,E,Medium,Employed,26,7,9610,0,123,712
2009,Male,E,Medium,Unemployed,34,13,13570,0,29,107
2009,Male,A,Medium,Unemployed,46,3,22255,0,38,133
2009,Male,D,Medium,Employed,39,5,12920,0,254,15
2009,Female,A,Small,Unemployed,18,4,9725,0,130,742
2009,Male,B,Medium,Employed,49,2,12730,1,69,132
2009,Male,B,Small,Employed,24,2,7670,0,78,1531
2009,Female,B,Medium,Self-employed,33,1,19110,0,223,2315
2009,Male,E,Medium,Employed,46,8,11475,0,133,136
2009,Male,D,Large,Employed,30,1,13390,0,210,298
2009,Male,A,Large,Employed,31,0,27955,0,216,3088
2009,Female,C,Medium,Employed,39,1,26425,0,240,464
2009,Female,E,Medium,Employed,24,1,20505,1,129,2472
2009,Male,E,Small,Self-employed,47,14,24605,1,148,528
2009,Female,A,Small,Unemployed,18,5,17070,1,275,825
2009,Male,A,Large,Employed,23,3,23945,0,60,1092
2009,Male,B,Large,Unemployed,28,4,8570,1,290,632
2009,Female,E,Medium,Unemployed,24,2,48345,0,157,1017
2009,Male,D,Medium,Unemployed,24,0,27390,0,41,2403
2009,Male,A,Small,Self-employed,24,12,26365,0,59,810
2009,Male,B,Small,Housewife,32,11,22500,0,213,276
2009,Male,A,Large,Employed,56,0,20030,1,212,350
2009,Female,B,Small,Employed,27,0,9655,0,58,2034
2009,Male,D,Medium,Unemployed,30,5,8210,0,95,205
2009,Male,E,Small,Housewife,40,1,6435,0,32,80
2009,Male,B,Small,Unemployed,30,12,1870,0,55,234
2009,Male,E,Medium,Housewife,41,2,22505,1,136,440
2009,Female,C,Large,Housewife,42,5,15140,0,212,7
2009,Female,D,Large,Self-employed,42,6,23910,1,294,852
2009,Male,D,Medium,Housewife,43,4,2530,1,28,991
2009,Male,B,Small,Unemployed,50,7,16230,1,70,527
2009,Male,B,Small,Housewife,28,1,10345,1,184,468
2009,Female,C,Large,Housewife,42,6,35500,1,235,49
2009,Female,A,Small,Unemployed,51,15,17740,1,153,702
2009,Male,E,Large,Unemployed,25,4,35640,0,240,1365
2009,Male,E,Small,Employed,27,3,27865,0,260,1905
2009,Male,B,Medium,Housewife,42,1,6625,1,182,96
2009,Male,E,Medium,Unemployed,65,8,14290,1,251,235
2009,Male,D,Medium,Employed,28,0,23910,0,76,226
2009,Male,D,Small,Employed,25,0,6755,0,209,743
2009,Male,A,Small,Housewife,23,0,24955,0,57,2835
2009,Female,A,Medium,Housewife,56,9,3820,1,70,91
2009,Female,C,Large,Employed,52,2,7450,1,51,955
2009,Male,C,Medium,Unemployed,19,11,30870,1,157,155
2009,Male,B,Medium,Employed,27,0,43890,1,139,1171
2009,Male,C,Large,Employed,47,0,4570,0,140,512
2009,Male,D,Medium,Housewife,43,7,25820,0,21,81
2009,Female,B,Small,Housewife,23,1,8285,0,201,846
2009,Male,D,Medium,Employed,42,3,39525,1,251,1121
2009,Male,E,Medium,Housewife,36,1,19665,1,129,326
2009,Male,A,Small,Unemployed,26,0,6045,0,254,3391
2009,Male,A,Medium,Self-employed,43,1,11570,1,89,74
2009,Female,D,Large,Employed,51,14,12125,1,54,1028
2009,Female,E,Small,Unemployed,27,12,21735,0,62,301
2009,Female,B,Small,Self-employed,24,0,15185,1,184,298
2009,Female,B,Small,Unemployed,27,5,17850,0,38,1345
2009,Female,D,Large,Employed,39,15,11410,1,251,219
2009,Male,D,Large,Housewife,35,1,16430,0,251,1049
2009,Female,E,Small,Housewife,25,1,3130,0,22,71
2009,Male,A,Medium,Housewife,40,8,18365,1,25,51
2009,Male,C,Medium,Housewife,28,1,7575,0,209,1201
2009,Male,D,Medium,Employed,40,0,2115,1,139,1138
2009,Male,C,Large,Housewife,39,10,24285,0,35,230
2009,Male,A,Large,Unemployed,33,9,14655,1,294,1098
2009,Female,D,Large,Housewife,33,15,8990,0,124,388
2009,Male,C,Large,Self-employed,38,0,41910,0,223,2076
2009,Male,D,Large,Employed,21,14,6290,0,273,1385
2009,Male,D,Medium,Employed,30,11,10325,1,285,362
2009,Female,A,Medium,Self-employed,39,6,13610,1,233,746
2009,Male,B,Medium,Housewife,44,0,4920,1,119,735
2009,Female,A,Medium,Unemployed,31,10,9150,0,72,418
2009,Male,E,Medium,Unemployed,25,3,8495,0,34,196
2009,Female,D,Medium,Unemployed,38,3,19910,0,26,141
2009,Male,A,Medium,Unemployed,36,12,1855,1,205,1274
2009,Female,B,Small,Housewife,46,0,13465,1,66,251
2009,Male,A,Large,Housewife,64,2,26220,1,185,709
2009,Female,A,Small,Unemployed,28,6,26945,1,114,69
2009,Male,B,Small,Employed,31,5,19330,1,296,312
2009,Male,D,Large,Housewife,29,5,6235,1,277,623
2009,Male,A,Small,Self-employed,28,3,4790,1,31,1739
2009,Male,D,Medium,Housewife,23,0,6570,1,206,386
2009,Male,B,Large,Unemployed,20,1,23365,0,32,1496
2009,Female,D,Small,Employed,26,0,14610,1,21,784
2009,Male,B,Small,Self-employed,38,7,16405,1,286,379
2009,Male,D,Large,Housewife,31,1,13110,0,239,290
2009,Male,D,Medium,Housewife,55,0,20635,1,104,1107
2009,Male,E,Medium,Retired,70,0,31860,1,31,794
2009,Male,D,Small,Unemployed,33,0,13480,1,77,429
2009,Male,A,Small,Housewife,30,0,47470,1,238,1156
2009,Male,E,Large,Housewife,56,8,10630,1,84,749
2009,Male,B,Large,Housewife,40,9,15240,0,107,2075
2009,Female,E,Large,Unemployed,25,14,15440,0,73,99
2009,Male,A,Small,Unemployed,26,3,8640,1,113,3216
2009,Female,C,Small,Self-employed,39,9,8010,1,24,202
2009,Male,C,Small,Self-employed,27,0,38115,1,222,1014
2009,Female,D,Small,Self-employed,43,0,16570,0,249,281
2009,Male,A,Small,Housewife,43,0,5820,0,77,581
2009,Male,A,Small,Self-employed,20,2,19600,0,31,1437
2009,Male,D,Small,Retired,74,6,23995,0,150,1196
2009,Male,A,Medium,Unemployed,21,1,8230,0,223,52
2009,Female,C,Small,Housewife,45,5,17955,0,91,256
2009,Male,B,Small,Employed,46,5,25900,0,130,300
2009,Male,B,Large,Self-employed,22,4,8540,0,34,771
2009,Male,E,Large,Unemployed,27,8,4050,0,126,268
2009,Male,C,Medium,Housewife,44,6,19765,0,50,687
2009,Male,C,Large,Retired,46,0,19940,1,139,1635
2009,Female,C,Large,Housewife,69,13,40415,1,28,415
2009,Male,E,Small,Unemployed,25,0,29285,0,84,977
2009,Male,D,Small,Unemployed,27,1,1425,1,190,405
2009,Female,B,Medium,Self-employed,39,13,2950,1,223,1538
2009,Male,A,Small,Unemployed,28,7,22200,1,68,1808
2009,Male,D,Medium,Housewife,18,0,14840,1,271,131
2009,Male,D,Large,Unemployed,39,2,13515,0,129,443
2009,Female,C,Large,Unemployed,31,11,12245,1,24,308
2009,Male,C,Medium,Retired,73,15,22430,1,69,581
